views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,ad_revenue_usd,engagement_rate,category_Entertainment,category_Gaming,category_Lifestyle,category_Music,category_Tech,device_Mobile,device_TV,device_Tablet,country_CA,country_DE,country_IN,country_UK,country_US
9968,1099.6336179837122,375.0,51285.2553,18.55134396,670001,308.0404281,0.14793675942854256,False,False,False,False,False,False,False,True,False,False,False,False,False
10155,576.0,117.0,36630.24565,26.43812289,561290,237.5169764,0.06824224519940916,False,True,False,False,False,False,True,False,False,True,False,False,False
9989,1099.6336179837122,269.0,58818.93547,26.13921884,709287,345.1973247,0.13701407728338294,False,True,False,False,False,False,False,True,False,False,False,True,False
9906,1099.6336179837122,300.0,41858.56975,26.56764624,870437,258.3593556,0.14129150191638523,False,False,False,True,False,False,True,False,True,False,False,False,False
10085,1931.0,414.0,16047.63494,29.18950082,127573,168.5083023,0.23252354982647497,False,False,False,False,True,False,False,False,False,False,True,False,False
10040,1462.0,227.0,51916.85546,5.787610227,126095,326.1056515,0.16822709163346614,False,False,True,False,False,False,True,False,False,False,False,False,False
10017,773.0,286.0,38465.51353,17.86471977,613116,251.740949,0.10572027553159628,True,False,False,False,False,False,True,False,False,False,True,False,False
10170,1015.0,369.0,42974.36725,23.52761996,144431,279.3811803,0.13608652900688298,False,False,False,True,False,False,False,False,False,False,False,True,False
9871,1509.0,53.0,25207.24734,27.95774745,91846,197.1189008,0.15824131293688581,True,False,False,False,False,False,False,False,False,True,False,False,False
9924,1160.0,88.0,37543.8277213796,22.6944684,566129,196.1782689,0.12575574365175332,False,False,False,False,True,False,True,False,False,False,False,False,False
9773,998.0,274.3966359383599,16820.63985,19.82478674,654254,154.9380904,0.13019509218646882,False,False,True,False,False,False,True,False,True,False,False,False,False
9970,1224.0,389.0,20482.95626,20.00383616,93094,176.2384459,0.16178535606820463,False,True,False,False,False,True,False,False,False,False,False,True,False
9909,1949.0,230.0,18692.96912,18.30787264,653001,177.209695,0.21990110001009183,False,True,False,False,False,False,False,False,False,True,False,False,False
10126,1909.0,274.3966359383599,28435.73541,12.63803324,707800,221.0417474,0.21562281611083942,True,False,False,False,False,False,True,False,False,False,True,False,False
10093,1590.0,329.0,15978.37369,5.986021201,684189,160.9016388,0.19013177449717625,False,False,True,False,False,False,True,False,False,False,True,False,False
9796,1530.0,303.0,32030.76978,29.512752,935025,233.5556338,0.1871171906900776,False,False,False,False,True,True,False,False,False,False,False,False,True
9980,1021.0,289.0,17739.28451,16.86822684,567327,158.1476437,0.1312625250501002,False,False,False,False,False,False,False,False,False,True,False,False,False
9934,383.0,182.0,50688.82109,29.38405736,473500,300.445154,0.05687537749144353,False,True,False,False,False,False,False,True,False,False,True,False,False
10005,518.0,235.0,35177.1177,24.13828569,40065,230.915835,0.0752623688155922,False,True,False,False,False,True,False,False,False,True,False,False,False
10005,1308.0,102.0,59988.56545,20.71213244,519485,359.1823811,0.1409295352323838,False,False,False,True,False,True,False,False,True,False,False,False,False
10104,1804.0,89.0,38272.88809,22.37220841,942498,265.6203655,0.1873515439429929,True,False,False,False,False,True,False,False,True,False,False,False,False
9999,329.0,274.3966359383599,23157.61997,25.23874469,893577,171.1588731,0.06034569816365235,False,True,False,False,False,False,False,False,False,False,False,False,True
9884,1503.0,124.0,25773.65637,9.415716881,79344,200.9741694,0.16460946985026306,False,False,False,True,False,False,False,False,False,False,False,True,False
9940,741.0,444.0,52231.50122,19.93101076,822952,318.4055953,0.11921529175050302,False,False,True,False,False,False,False,True,False,False,False,False,False
10248,547.0,108.0,19965.77607,25.14530472,514234,158.7831871,0.06391491022638564,True,False,False,False,False,False,False,True,False,False,False,False,True
10167,1846.0,415.0,54262.55261,11.51238016,839222,347.6574098,0.22238615127372874,True,False,False,False,False,False,True,False,True,False,False,False,False
10171,493.0,294.0,38522.36274,4.355574697,646951,248.1364073,0.07737685576639465,False,False,True,False,False,True,False,False,False,False,False,True,False
10181,1903.0,130.0,34509.90733,22.93338935,933756,250.687088,0.19968568902858266,False,False,False,True,False,False,False,False,False,False,False,True,False
9909,333.0,174.0,47146.73221,13.80604731,499837,282.6187233,0.05116560702391765,False,False,False,True,False,False,False,True,False,False,False,False,True
9996,397.0,311.0,42432.80447,4.369616685,812935,264.3027048,0.07082833133253301,True,False,False,False,False,False,False,True,False,False,False,False,True
10067,1925.0,418.0,40195.78946,28.03412177,362352,282.2274766,0.23274063772722758,False,False,False,True,False,False,False,False,False,False,False,False,True
10022,1287.0,87.0,15470.53272,17.46513188,427478,148.7703595,0.1370983835561764,False,True,False,False,False,True,False,False,False,False,False,False,False
9791,1188.0,185.0,30511.27149,12.96913684,395403,218.4596709,0.1402308242263303,False,False,True,False,False,False,False,True,False,True,False,False,False
10050,637.0,242.0,28853.87307,25.34363287,656112,203.5047467,0.08746268656716417,False,True,False,False,False,False,False,True,False,False,True,False,False
9880,524.0,160.0,41166.80364,19.99561088,204283,257.3171967,0.06923076923076923,True,False,False,False,False,False,True,False,False,False,False,False,False
9835,964.0,289.0,26366.48092,22.52546212,263524,197.0856829,0.12740213523131672,False,False,False,False,False,True,False,False,False,False,False,True,False
10138,1589.0,355.0,45385.04831,24.38903723,724022,300.2046069,0.19175379759321365,False,False,False,True,False,True,False,False,False,False,False,True,False
9916,1752.0,408.0,30595.81779,29.85053822,19952,233.0360128,0.21782977006857604,False,True,False,False,False,False,False,True,False,False,False,True,False
10075,504.0,221.0,50139.05796,9.759437631,196550,301.3379179,0.07196029776674938,False,False,True,False,False,True,False,False,True,False,False,False,False
9936,380.0,449.0,56932.00818,10.67648747,604076,334.426764,0.08343397745571658,False,False,False,False,True,False,True,False,True,False,False,False,False
10072,368.0,267.0,16030.65479,23.93113588,969220,138.9701412,0.0630460683081811,True,False,False,False,False,True,False,False,False,False,False,True,False
9930,1911.0,389.0,20940.52872,16.75278324,630151,189.9949828,0.23162134944612287,False,False,False,True,False,False,False,True,False,False,False,False,False
10148,1218.0,464.0,16459.72541,14.775351,3994,159.3841577,0.165746945210879,False,False,False,False,False,False,False,True,True,False,False,False,False
10001,1099.6336179837122,274.3966359383599,21165.81818,15.56357276,808756,178.1412326,0.13738928646356086,False,False,False,True,False,False,True,False,False,False,False,True,False
10070,1715.0,407.0,46101.8693,8.511290354,828899,306.289127,0.21072492552135055,False,False,False,True,False,False,True,False,False,True,False,False,False
10051,1867.0,277.0,16084.11526,29.40269742,413339,165.0484789,0.21331210824793553,False,False,False,False,False,False,False,True,True,False,False,False,False
10068,968.0,403.0,38162.62824,19.05206089,484038,255.9411694,0.1361740166865316,False,True,False,False,False,False,False,True,True,False,False,False,False
9879,231.0,429.0,39262.02649,26.1000852,297153,247.91935,0.06680838141512299,True,False,False,False,False,False,False,False,False,False,False,False,False
9877,1329.0,142.0,37543.8277213796,29.37080137,700463,288.5303617,0.14893186190138705,False,True,False,False,False,False,True,False,False,False,False,False,False
9925,1446.0,93.0,27945.04471,4.829827061,102045,209.9123963,0.15506297229219143,False,False,True,False,False,False,False,False,True,False,False,False,False
9996,226.0,195.0,40378.29387,29.20851773,848912,249.6838712,0.04211684673869548,False,False,False,False,False,False,False,True,False,True,False,False,False
10038,839.0,458.0,20606.91143,8.769864827,72408,171.7459403,0.12920900577804342,True,False,False,False,False,True,False,False,False,False,False,False,False
9909,1099.6336179837122,190.0,58940.78062,26.85980147,758707,364.9828928,0.13014770592226382,False,False,False,True,False,False,False,True,True,False,False,False,False
9940,1987.0,223.0,34963.36958,8.852844839,679167,254.6114086,0.22233400402414488,False,False,False,False,True,False,True,False,False,False,False,False,True
9938,1489.0,399.0,44731.14844,19.81717795,304633,295.1172023,0.18997786274904407,False,False,False,False,False,True,False,False,False,False,False,False,False
10036,803.0,413.0,31001.85089,28.86011364,499825,219.350657,0.12116381028298127,False,False,True,False,False,False,True,False,False,True,False,False,False
10171,1864.0,456.0,33368.19475,12.00825374,587669,250.1851095,0.22809949857437814,False,False,False,False,False,False,True,False,True,False,False,False,False
9789,1698.0,422.0,21574.18098,22.74374839,107371,189.1539702,0.21656961896005722,False,True,False,False,False,False,False,True,False,False,False,False,False
10052,1393.0,390.0,53079.05482,10.5719858,343872,333.2630176,0.1773776362912853,False,False,True,False,False,False,True,False,False,False,True,False,False
10118,355.0,378.0,46261.81518,20.27261269,425024,283.4200641,0.0724451472623048,False,True,False,False,False,False,False,False,False,True,False,False,False
10241,714.0,417.0,16659.25053,18.66306061,770663,151.3391615,0.11043843374670442,True,False,False,False,False,True,False,False,False,False,False,True,False
9738,716.0,107.0,24171.27445,28.76844485,790196,178.840334,0.08451427397822961,False,False,False,False,False,False,True,False,False,False,False,False,False
9932,1099.6336179837122,134.0,56063.05195,27.17968037,862503,324.5514343,0.12420797603541202,True,False,False,False,False,False,False,True,False,True,False,False,False
9903,1437.0,398.0,31237.05564,21.86900163,716236,230.4055269,0.18529738463091994,False,False,False,True,False,False,False,False,False,False,True,False,False
9991,1320.0,418.0,52598.50766,12.86474382,326663,329.906196,0.17395656090481434,True,False,False,False,False,False,False,False,False,False,False,False,False
10041,409.0,492.0,55667.80762,21.02674696,487481,330.251226,0.08973209839657405,False,False,False,False,True,False,False,True,False,False,False,False,False
10174,461.0,424.0,20306.84319,20.74191705,384833,163.9586822,0.0869864360133674,False,False,True,False,False,True,False,False,False,False,True,False,False
9885,411.0,274.0,49261.68843,24.30490421,31052,295.5240591,0.06929691451694486,False,False,False,False,False,False,True,False,False,True,False,False,False
10052,1559.0,199.0,52346.83811,5.179170762,395632,329.381272,0.17489056904098688,False,True,False,False,False,False,True,False,True,False,False,False,False
9852,485.0,341.0,27004.91272,3.71969094,744219,192.8451697,0.08384084449857897,False,False,False,False,False,False,False,False,False,False,False,False,False
10098,1322.0,453.0,37543.8277213796,4.780041548,939020,317.1467352,0.1757773816597346,False,False,False,False,True,True,False,False,False,True,False,False,False
10061,1099.6336179837122,63.0,20876.56824,17.85788256,811897,157.720031,0.11555845522151995,True,False,False,False,False,False,False,True,False,False,False,False,False
10108,952.0,474.0,25115.60027,20.28931884,623415,195.5842107,0.1410763751483973,False,False,False,True,False,False,True,False,False,False,False,False,False
9956,1482.0,68.0,38077.28048,21.7102263,804777,258.0317664,0.15568501406187224,False,False,True,False,False,False,True,False,False,False,False,False,True
10134,1099.6336179837122,354.0,51711.76862,4.64902525,865132,310.2974209,0.14344124906095443,False,False,False,False,False,False,False,False,False,False,False,True,False
9931,357.0,256.0,30105.41197,12.47885889,375734,204.213299,0.06172590877051656,False,False,False,True,False,False,True,False,False,False,False,False,True
9977,767.0,245.0,53763.43474,12.07624183,103175,322.8473231,0.10143329658213891,False,False,False,False,False,True,False,False,False,False,False,True,False
10031,703.0,306.0,25300.18656,28.37932648,433485,188.8861231,0.10058817665237763,False,False,True,False,False,False,False,True,False,False,True,False,False
9981,1570.0,411.0,25139.06012,28.3059885,812402,204.5720736,0.19847710650235448,False,True,False,False,False,False,False,False,True,False,False,False,False
10101,1319.0,254.0,60405.00991,27.79147939,74114,364.4474596,0.15572715572715573,True,False,False,False,False,False,True,False,False,False,False,False,True
10113,1967.0,195.0,50941.09425,20.51708912,621821,330.0153667,0.21378423810936417,False,False,True,False,False,False,False,False,False,False,False,False,True
9940,410.0,477.0,50855.21885,29.42326022,176951,306.7952319,0.08923541247484909,False,False,True,False,False,True,False,False,False,False,False,False,False
10057,480.0,169.0,59478.52164,9.558750323,385829,343.9691268,0.06453216665009447,False,False,False,True,False,False,False,False,False,False,False,False,False
9915,1152.0,435.0,34619.22419,7.424275415,288647,242.1509426,0.1600605143721634,False,False,False,False,False,False,False,True,True,False,False,False,False
10094,908.0,329.0,37543.8277213796,21.62336804,493515,354.4256232,0.12254804834555182,False,True,False,False,False,False,False,False,False,False,False,True,False
9969,524.0,274.3966359383599,58473.38823,7.598361961,908246,337.5171981,0.08008793619604372,False,False,False,False,True,False,False,True,True,False,False,False,False
10075,1429.0,209.0,15530.68227,6.504809282,550553,153.8675485,0.1625806451612903,False,False,True,False,False,True,False,False,True,False,False,False,False
10126,1221.0,403.0,25934.63006,4.42191339,556853,202.9424386,0.1603792218052538,True,False,False,False,False,False,True,False,False,True,False,False,False
9923,1871.0,408.0,53209.67515,5.314421917,805103,341.7316179,0.22966844704222514,True,False,False,False,False,False,True,False,False,False,True,False,False
9935,1343.0,406.0,32017.24639,22.15780488,941730,232.7723843,0.17604428787116255,True,False,False,False,False,False,True,False,False,False,False,False,False
9980,1731.0,456.0,35409.95047,16.62976605,913321,256.5299368,0.21913827655310622,False,False,False,False,True,False,False,False,False,False,False,False,True
9995,1698.0,255.0,58088.79214,16.12460359,56251,359.5064604,0.1953976988494247,False,False,False,False,False,True,False,False,False,False,False,True,False
9975,1712.0,191.0,28561.91618,23.57934295,183350,219.3373747,0.1907769423558897,False,False,False,False,False,False,True,False,False,True,False,False,False
10021,1648.0,234.0,42445.74272,10.14675422,844700,284.671914,0.18780560822273226,False,False,False,False,True,False,False,True,False,False,False,False,True
10008,1160.0,280.0,38060.79219,21.6813841,474092,256.3343635,0.14388489208633093,False,True,False,False,False,False,False,False,False,True,False,False,False
9940,1730.0,150.0,43209.23945,11.5212121,610965,287.8150301,0.1891348088531187,True,False,False,False,False,False,True,False,False,False,False,True,False
10010,658.0,110.0,57366.20676,28.91509725,732126,335.8109493,0.07672327672327672,False,True,False,False,False,False,False,True,False,False,False,True,False
10125,675.0,413.0,41590.83108,16.65216827,503629,267.5365258,0.1074567901234568,False,False,False,False,True,False,False,True,False,False,False,False,False
10096,1099.6336179837122,98.0,16334.01341,5.93176977,482241,159.0017894,0.11862456596510619,True,False,False,False,False,True,False,False,True,False,False,False,False
9898,644.0,475.0,48862.05408,25.84706833,314558,301.1670147,0.11305314204889877,False,True,False,False,False,False,True,False,False,False,False,False,True
9906,1257.0,53.0,42277.28669,24.77313507,852039,273.4473614,0.1322430849989905,False,False,False,False,True,False,False,False,False,False,False,True,False
10051,1894.0,201.0,40831.08672,3.418196676,993734,280.8767785,0.2084369714456273,False,False,False,False,True,False,False,True,True,False,False,False,False
10081,564.0,462.0,53756.74956,2.126007685,117101,323.5983094,0.10177561749826407,False,False,False,False,False,False,True,False,False,False,False,False,True
9822,1099.6336179837122,341.0,38141.37137,12.27137375,946544,269.5293803,0.14667416187983223,False,True,False,False,False,True,False,False,False,False,True,False,False
9973,800.0,396.0,35830.37689,9.579754133,799547,241.4429132,0.11992379424446004,False,True,False,False,False,False,False,True,True,False,False,False,False
9927,917.0,83.0,55796.82014,5.102316153,89067,331.9670232,0.10073536818777072,False,False,False,False,True,False,True,False,False,False,True,False,False
9971,1552.0,141.0,40287.09327,13.91999394,905364,270.985955,0.16979239795406678,False,False,False,True,False,True,False,False,True,False,False,False,False
9897,1905.0,100.0,42255.00129,23.90198523,237890,285.2406124,0.202586642416894,False,True,False,False,False,False,True,False,False,False,True,False,False
9939,1915.0,55.0,57089.79828,5.592759944,610460,354.7970712,0.19820907535969415,False,False,False,False,True,False,False,False,True,False,False,False,False
10107,1713.0,262.0,35190.36613,7.222506274,950771,252.5126998,0.1954091223904225,False,False,False,False,False,False,True,False,True,False,False,False,False
10005,681.0,190.0,19526.343,8.944771793,539105,159.1578069,0.08705647176411795,False,True,False,False,False,False,False,False,False,False,True,False,False
10072,1681.0,274.3966359383599,37971.76919,5.850085527,842767,263.1746295,0.1941418423290667,False,False,False,False,True,False,False,False,True,False,False,False,False
9982,500.0,135.0,27497.55182,18.3166885,496019,192.562301,0.0636145061109998,False,False,False,True,False,True,False,False,False,False,True,False,False
9960,795.0,294.0,42827.55592,24.34113405,256163,272.5245817,0.10933734939759036,False,False,False,False,True,False,False,True,False,False,True,False,False
9840,987.0,222.0,28857.38817,26.61122854,159695,208.0989625,0.12286585365853658,False,False,True,False,False,True,False,False,True,False,False,False,False
9849,979.0,274.3966359383599,46516.31841,24.86332738,900170,294.0807396,0.1272613093652513,True,False,False,False,False,False,False,False,False,False,False,True,False
10091,1907.0,397.0,35545.20634,7.289598266,214253,259.7568792,0.22832226736696065,False,True,False,False,False,True,False,False,True,False,False,False,False
10154,1526.0,323.0,23834.11832,7.859370329,531984,197.0525464,0.18209572582233602,False,False,False,False,False,False,False,False,True,False,False,False,False
9945,1173.0,80.0,36551.62571,26.8766796,827723,245.6770546,0.12599296128707893,False,True,False,False,False,False,True,False,False,True,False,False,False
9987,580.0,204.0,37543.8277213796,28.11746771,858593,217.4486553,0.078502052668469,False,True,False,False,False,False,False,False,True,False,False,False,False
9907,1921.0,193.0,27876.59851,15.85548656,971833,219.3786448,0.21338447562329665,False,False,False,False,True,False,False,True,False,False,False,True,False
9951,1099.6336179837122,134.0,37543.8277213796,8.721854361,498597,298.1753304,0.12397081881054288,False,False,True,False,False,False,False,False,False,True,False,False,False
9818,1298.0,438.0,58787.09663,7.05063291,716923,358.1467469,0.17681808922387451,True,False,False,False,False,True,False,False,False,True,False,False,False
10154,1956.0,201.0,38623.09203,21.1715228,647072,272.0693951,0.21242859956667323,False,False,True,False,False,True,False,False,False,False,False,False,False
10082,547.0,471.0,37543.8277213796,28.10900202,36111,141.7501682,0.10097202935925412,False,True,False,False,False,False,False,False,False,False,False,True,False
10147,1010.0,256.0,56765.66091,17.37689842,17162,342.2527798,0.12476594067211984,False,True,False,False,False,False,False,True,False,False,False,False,True
9849,760.0,138.0,52627.95846,9.884399709,808201,314.8677912,0.09117676921514875,True,False,False,False,False,False,False,False,False,False,False,True,False
9978,1297.0,467.0,48517.55132,14.87239069,575429,311.0455179,0.17678893565844858,True,False,False,False,False,False,False,False,False,False,False,False,False
10063,1890.0,346.0,16695.39035,20.59035092,338885,169.5741183,0.22220013912352182,False,False,True,False,False,False,True,False,False,False,False,False,False
10021,1115.0,280.0,34682.10326,20.98460563,688272,239.6997182,0.13920766390579783,False,False,False,False,True,True,False,False,False,False,False,False,False
10094,1589.0,274.3966359383599,54429.6444,27.80788425,705375,342.3242356,0.18460438239928273,False,False,False,True,False,False,False,False,False,False,False,False,False
10067,465.0,409.0,39802.3094,13.23012542,964187,255.1241803,0.08681831727426244,False,False,False,False,True,True,False,False,False,False,False,False,False
9887,1099.6336179837122,169.0,22764.44925,18.394727,271276,180.8731497,0.1283133021122395,False,False,False,False,False,True,False,False,False,True,False,False,False
9957,1659.0,274.3966359383599,49858.6239,19.58516566,905823,320.1632966,0.1941746144359104,False,False,False,False,True,True,False,False,False,True,False,False,False
10244,1213.0,336.0,28841.36448,22.42543021,788760,215.9721168,0.1512104646622413,False,False,False,False,True,False,False,False,False,False,False,False,True
10090,927.0,334.0,48062.19543,11.54342817,598438,300.8370521,0.12497522299306243,True,False,False,False,False,False,False,True,False,False,False,True,False
9883,1060.0,115.0,50044.76228,10.60794911,547961,307.6272706,0.1188910249924112,False,False,False,True,False,False,True,False,False,False,False,False,False
9843,281.0,245.0,45386.21496,25.04252277,386979,274.3013756,0.05343899217718175,False,False,True,False,False,True,False,False,False,False,False,False,True
10098,480.0,409.0,16032.47511,4.121046487,367286,143.4797809,0.08803723509605862,True,False,False,False,False,False,False,False,True,False,False,False,False
9913,1035.0,365.0,40520.54637,26.4780796,995192,266.7484809,0.1412286895995158,False,False,False,False,False,False,True,False,False,False,False,False,True
10095,1272.0,471.0,17034.17743,18.4064585,200952,162.8647099,0.1726597325408618,False,False,False,True,False,False,False,True,False,False,False,True,False
10181,884.0,80.0,59442.50004,21.26885154,90957,349.8594063,0.0946861801394755,True,False,False,False,False,False,False,True,False,True,False,False,False
9953,840.0,97.0,33396.60075,12.75957028,671263,225.4130567,0.09414246960715363,False,False,False,True,False,False,False,False,False,False,False,False,True
9867,800.0,350.0,51012.84266,10.77503221,601202,311.6782699,0.11655011655011654,False,False,True,False,False,False,False,False,False,False,True,False,False
10060,856.0,320.0,55449.54051,24.12616633,517474,334.0477173,0.1168986083499006,False,False,False,False,True,False,True,False,False,False,False,False,False
10048,1376.0,75.0,55141.42644,7.470944808,111126,337.2590997,0.14440684713375795,False,False,True,False,False,False,False,True,False,False,False,True,False
10254,506.0,148.0,59479.98467,10.43424861,593384,345.0884085,0.06377998829724986,False,True,False,False,False,False,False,False,False,False,False,False,False
10079,214.0,176.0,39627.75087,14.6464339,626373,246.0450641,0.03869431491219367,False,False,True,False,False,False,True,False,False,False,False,True,False
10052,1394.0,324.0,44592.19205,24.86748267,450673,292.1342224,0.17091126144050936,False,True,False,False,False,False,False,True,True,False,False,False,False
9887,1085.0,272.0,16881.72026,17.33131272,260525,154.4278654,0.1372509355719632,False,False,False,False,True,False,False,True,False,False,False,True,False
9903,1572.0,63.0,32460.57442,14.30523391,300807,232.7363794,0.16510148439866706,False,True,False,False,False,True,False,False,True,False,False,False,False
10056,837.0,55.0,17286.54705,22.82602018,265855,149.2248734,0.08870326173428798,False,False,False,True,False,False,True,False,False,False,True,False,False
9808,313.0,274.3966359383599,39331.49891,2.670643687,272586,243.9754133,0.05988954281590129,False,False,False,False,True,False,True,False,False,False,False,False,True
10169,333.0,210.0,41501.10559,15.9683343,206636,257.975662,0.053397580883076015,False,False,False,False,False,False,True,False,False,False,True,False,False
9980,688.0,146.0,15588.2978,15.43176903,596214,139.8255604,0.08356713426853707,False,False,False,False,True,False,False,True,False,False,False,True,False
9928,687.0,314.0,47459.98109,17.9086163,101587,292.6850958,0.100825946817083,True,False,False,False,False,False,False,True,False,False,False,False,False
10163,1511.0,372.0,53701.3592,13.17597142,339533,338.4939827,0.18527993702646856,False,False,False,False,False,False,False,True,False,False,False,True,False
10053,1997.0,322.0,56754.13839,16.55228903,295202,359.8069615,0.23067740972843928,False,True,False,False,False,False,False,True,False,False,True,False,False
9883,1164.0,274.3966359383599,48802.55577,7.916780766,762989,306.8754873,0.14554251097221085,True,False,False,False,False,False,True,False,False,False,True,False,False
10103,1253.0,226.0,54007.44495,19.74653557,861432,332.6807209,0.14639216074433337,False,False,False,False,False,True,False,False,False,False,False,True,False
9940,1105.0,274.3966359383599,18599.66075,26.28431701,334001,166.6017128,0.13877229737810462,True,False,False,False,False,False,False,True,False,True,False,False,False
10132,618.0,418.0,51338.97422,13.48542446,617966,312.6372248,0.102250296091591,False,False,False,False,False,False,False,False,False,False,False,False,False
9941,1244.0,75.0,43992.38957,26.45800237,118834,281.870325,0.13268282868926667,False,False,False,False,False,False,False,False,False,False,True,False,False
9954,1077.0,80.0,27841.16594,2.293161295,252176,203.008189,0.11623467952581877,True,False,False,False,False,True,False,False,False,False,False,False,False
10073,404.0,274.3966359383599,21070.80986,7.881956426,528535,162.7201552,0.06734802302574802,False,False,False,False,True,False,False,True,False,False,False,True,False
10002,1360.0,135.0,58543.96313,4.631104458,634512,353.8170457,0.14947010597880425,False,False,False,False,True,True,False,False,False,False,False,False,True
9868,758.0,164.0,33937.22462,6.192342576,564484,227.2611535,0.09343331982164572,False,True,False,False,False,False,True,False,True,False,False,False,False
9915,936.0,187.0,27082.83329,24.27795027,643142,198.6454274,0.11326273323247604,False,False,False,False,False,False,False,False,True,False,False,False,False
9916,1099.6336179837122,276.0,15692.20639,26.29359334,209262,134.6023347,0.1387286827333312,False,False,True,False,False,False,False,False,False,False,True,False,False
10071,1099.6336179837122,455.0,31638.07895,2.117492659,90892,233.9105678,0.15436735358789713,False,False,True,False,False,False,False,True,True,False,False,False,False
10116,1932.0,387.0,37543.8277213796,19.35364574,810919,203.397766,0.22924080664294189,False,False,False,False,True,False,True,False,False,True,False,False,False
9829,382.0,73.0,30156.08818,13.41602269,365933,201.2051521,0.04629158612269814,True,False,False,False,False,False,False,False,False,False,False,True,False
10187,1836.0,372.0,19927.97645,9.093929001,692526,184.9791036,0.21674683420045154,True,False,False,False,False,False,True,False,False,False,False,False,True
10131,481.0,300.0,41819.25,24.41217575,170257,263.3681601,0.07709011943539631,False,False,False,False,True,False,False,False,False,False,True,False,False
10119,1771.0,362.0,60088.15658,2.284413625,348964,372.6723476,0.2107915801956715,False,False,False,False,True,True,False,False,False,False,False,False,True
9811,467.0,161.0,20814.7344,23.32444738,730736,160.0446312,0.06400978493527673,False,False,True,False,False,True,False,False,True,False,False,False,False
9963,1386.0,390.0,58236.12012,14.76811073,702502,356.9921495,0.1782595603733815,False,False,True,False,False,False,False,False,False,False,True,False,False
9868,327.0,486.0,56112.32935,27.13218284,124717,329.9330546,0.08238751520064856,True,False,False,False,False,False,True,False,False,False,False,False,False
10095,690.0,140.0,51322.54655,24.7308396,568948,308.8263969,0.08221892025755324,False,False,False,False,True,False,False,True,False,False,False,False,True
9912,1863.0,321.0,48374.64883,14.55236588,722321,317.246601,0.22033898305084745,False,True,False,False,False,False,False,True,False,False,True,False,False
10059,1180.0,277.0,22864.6563,28.12598761,302743,185.2495537,0.14484541206879412,False,False,False,True,False,False,True,False,True,False,False,False,False
9829,1446.0,99.0,37543.8277213796,16.06239032,74920,289.5006574,0.15718791331773324,False,True,False,False,False,False,True,False,False,False,True,False,False
10036,1975.0,198.0,54553.95721,9.668301274,379272,346.8361987,0.21652052610601832,False,False,False,True,False,False,False,False,False,False,False,False,False
9924,589.0,275.0,36335.10283,12.87747837,237226,237.8609515,0.08706166868198308,False,False,False,False,True,False,True,False,False,True,False,False,False
10060,522.0,445.0,35056.79671,15.43475903,420493,234.3132424,0.09612326043737575,False,True,False,False,False,True,False,False,False,False,False,False,True
10033,1302.0,89.0,52136.2343,15.91890496,949520,321.9816171,0.1386424798166052,False,False,True,False,False,True,False,False,False,False,False,False,True
10025,1786.0,67.0,46394.97875,19.41111004,463933,302.8131365,0.18483790523690774,False,False,False,True,False,False,False,False,True,False,False,False,False
9932,1301.0,347.0,19643.20798,6.440494724,129120,172.682985,0.16592831252517115,True,False,False,False,False,False,True,False,True,False,False,False,False
9708,1050.0,144.0,37543.8277213796,6.616687265,740609,243.2636393,0.12299134734239803,False,False,False,True,False,False,False,False,False,False,False,True,False
10025,809.0,274.3966359383599,37543.8277213796,27.93027172,304625,296.113117,0.10806948986916308,False,False,False,False,False,False,False,False,False,False,False,True,False
9969,355.0,445.0,45190.04143,24.62678941,286587,278.7423526,0.08024877119069114,False,False,False,False,True,True,False,False,False,True,False,False,False
9823,1290.0,287.0,49449.04812,2.612856122,319480,311.4154469,0.16054158607350097,False,False,False,False,True,False,True,False,False,False,False,True,False
10101,1649.0,323.0,17297.85438,20.30283092,587748,168.0749903,0.19522819522819523,False,False,False,False,False,False,True,False,True,False,False,False,False
10054,1764.0,238.0,39105.15221,24.10022312,14809,271.1570061,0.19912472647702406,False,False,True,False,False,True,False,False,False,False,False,False,False
9958,653.0,274.0,48573.91349,3.232527999,652543,296.8212176,0.09309098212492468,False,False,False,False,True,False,False,True,False,False,False,True,False
10011,250.0,395.0,28827.66735,24.71241486,212061,199.1561531,0.06442912795924483,False,False,False,True,False,False,False,True,False,True,False,False,False
10230,485.0,319.0,56878.69861,19.17792479,719843,335.2776059,0.07859237536656892,False,False,False,True,False,False,False,True,False,False,False,True,False
10049,1054.0,480.0,39931.50171,19.74676154,583955,266.9831275,0.15265200517464425,False,False,False,True,False,False,True,False,False,False,True,False,False
9981,1040.0,489.0,38143.5899,28.85709898,246021,258.11371,0.1531910630197375,False,False,False,False,False,False,False,False,False,False,True,False,False
10043,286.0,433.0,57263.795,26.77753869,85442,334.6578881,0.07159215373892264,True,False,False,False,False,False,False,True,True,False,False,False,False
10095,1254.0,338.0,36410.0481,25.86111221,332198,251.6176533,0.15770183259039128,False,False,True,False,False,False,True,False,False,False,True,False,False
10132,646.0,274.3966359383599,55317.55424,23.44272954,464764,329.675647,0.09084056809498221,False,True,False,False,False,False,False,False,False,False,True,False,False
10047,1714.0,465.0,41142.64662,15.22275714,753602,283.7685348,0.21688066089379915,False,False,False,False,False,True,False,False,False,True,False,False,False
